"Step","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MAX","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MAX"
"97345","","","","","","","2049.47412109375","2049.47412109375","2049.47412109375","","",""
"97349","","","","572.825439453125","572.825439453125","572.825439453125","2038.5406494140625","2038.5406494140625","2038.5406494140625","","",""
"97351","732.8417358398438","732.8417358398438","732.8417358398438","","","","","","","","",""
"97355","","","","","","","","","","945.7155151367188","945.7155151367188","945.7155151367188"
"97357","","","","","","","","","","951.433349609375","951.433349609375","951.433349609375"
"97359","","","","576.8690185546875","576.8690185546875","576.8690185546875","","","","","",""
"97360","","","","575.386962890625","575.386962890625","575.386962890625","","","","","",""
"97361","","","","","","","","","","945.953369140625","945.953369140625","945.953369140625"
"97365","","","","569.9866943359375","569.9866943359375","569.9866943359375","","","","942.4475708007812","942.4475708007812","942.4475708007812"
"97366","742.8280029296875","742.8280029296875","742.8280029296875","","","","","","","","",""
"97369","","","","572.1316528320312","572.1316528320312","572.1316528320312","","","","","",""
"97370","742.6130981445312","742.6130981445312","742.6130981445312","574.6533813476562","574.6533813476562","574.6533813476562","","","","","",""
"97373","","","","","","","2045.372314453125","2045.372314453125","2045.372314453125","946.34619140625","946.34619140625","946.34619140625"
"97374","","","","573.5678100585938","573.5678100585938","573.5678100585938","","","","948.633544921875","948.633544921875","948.633544921875"
"97375","","","","","","","2047.0499267578125","2047.0499267578125","2047.0499267578125","","",""
"97376","","","","","","","2072.845947265625","2072.845947265625","2072.845947265625","","",""
"97377","736.30419921875","736.30419921875","736.30419921875","","","","","","","","",""
"97381","735.5369873046875","735.5369873046875","735.5369873046875","","","","","","","943.689453125","943.689453125","943.689453125"
"97383","","","","","","","2051.09130859375","2051.09130859375","2051.09130859375","","",""
"97384","","","","","","","","","","955.3553466796875","955.3553466796875","955.3553466796875"
"97385","","","","","","","","","","951.9833984375","951.9833984375","951.9833984375"
"97388","","","","573.01611328125","573.01611328125","573.01611328125","","","","","",""
"97393","740.2679443359375","740.2679443359375","740.2679443359375","","","","2056.72705078125","2056.72705078125","2056.72705078125","","",""
"97394","","","","","","","","","","947.9691162109375","947.9691162109375","947.9691162109375"
"97397","","","","","","","","","","953.655029296875","953.655029296875","953.655029296875"
"97398","744.892578125","744.892578125","744.892578125","","","","","","","","",""
"97400","","","","568.1603393554688","568.1603393554688","568.1603393554688","","","","","",""
"97401","745.193359375","745.193359375","745.193359375","","","","","","","","",""
"97406","","","","576.2557373046875","576.2557373046875","576.2557373046875","","","","","",""
"97409","743.230712890625","743.230712890625","743.230712890625","","","","","","","","",""
"97410","745.7462158203125","745.7462158203125","745.7462158203125","","","","","","","","",""
"97411","","","","573.1358032226562","573.1358032226562","573.1358032226562","","","","944.8340454101562","944.8340454101562","944.8340454101562"
"97419","","","","570.9012451171875","570.9012451171875","570.9012451171875","","","","","",""
"97421","","","","","","","2081.72607421875","2081.72607421875","2081.72607421875","","",""
"97426","742.28125","742.28125","742.28125","","","","","","","","",""
"97428","","","","","","","","","","943.2808227539062","943.2808227539062","943.2808227539062"
"97429","","","","","","","2050.992431640625","2050.992431640625","2050.992431640625","","",""
"97430","741.9909057617188","741.9909057617188","741.9909057617188","","","","","","","","",""
"97432","","","","","","","","","","947.52685546875","947.52685546875","947.52685546875"
"97433","","","","","","","2063.8876953125","2063.8876953125","2063.8876953125","","",""
"97444","742.1583862304688","742.1583862304688","742.1583862304688","","","","","","","","",""
"97450","","","","","","","","","","952.4696655273438","952.4696655273438","952.4696655273438"
"97453","","","","","","","","","","948.85205078125","948.85205078125","948.85205078125"
"97461","","","","576.4293212890625","576.4293212890625","576.4293212890625","","","","","",""
"97462","737.7572631835938","737.7572631835938","737.7572631835938","","","","","","","943.1181030273438","943.1181030273438","943.1181030273438"
"97465","","","","","","","2056.1640625","2056.1640625","2056.1640625","","",""
"97467","","","","572.4566650390625","572.4566650390625","572.4566650390625","","","","","",""
"97474","735.9964599609375","735.9964599609375","735.9964599609375","","","","","","","","",""
"97481","728.9580078125","728.9580078125","728.9580078125","","","","","","","","",""
"97484","","","","","","","","","","955.8200073242188","955.8200073242188","955.8200073242188"
"97486","740.8302001953125","740.8302001953125","740.8302001953125","","","","","","","","",""
"97487","","","","","","","2050.694091796875","2050.694091796875","2050.694091796875","","",""
"97506","746.6256103515625","746.6256103515625","746.6256103515625","","","","2066.754150390625","2066.754150390625","2066.754150390625","","",""
"97507","","","","","","","","","","943.6192016601562","943.6192016601562","943.6192016601562"
"97509","","","","574.6011352539062","574.6011352539062","574.6011352539062","","","","","",""
"97512","","","","572.7811279296875","572.7811279296875","572.7811279296875","","","","","",""
"97513","740.9052734375","740.9052734375","740.9052734375","","","","","","","","",""
"97514","737.7891845703125","737.7891845703125","737.7891845703125","","","","","","","","",""
"97515","748.815185546875","748.815185546875","748.815185546875","579.065673828125","579.065673828125","579.065673828125","","","","","",""
"97520","743.3875732421875","743.3875732421875","743.3875732421875","","","","","","","","",""
"97525","739.69775390625","739.69775390625","739.69775390625","","","","","","","","",""
"97535","","","","","","","","","","953.6017456054688","953.6017456054688","953.6017456054688"
"97542","","","","580.7362670898438","580.7362670898438","580.7362670898438","","","","","",""
"97544","744.22705078125","744.22705078125","744.22705078125","","","","","","","","",""
"97545","","","","","","","2064.89794921875","2064.89794921875","2064.89794921875","","",""
"97551","740.5773315429688","740.5773315429688","740.5773315429688","","","","","","","","",""
"97553","","","","","","","","","","942.5072021484375","942.5072021484375","942.5072021484375"
"97557","","","","","","","","","","947.6435546875","947.6435546875","947.6435546875"
"97560","741.1251220703125","741.1251220703125","741.1251220703125","","","","","","","","",""
"97561","","","","578.048583984375","578.048583984375","578.048583984375","","","","","",""
"97562","","","","573.3829956054688","573.3829956054688","573.3829956054688","","","","949.4439086914062","949.4439086914062","949.4439086914062"
"97564","736.5186767578125","736.5186767578125","736.5186767578125","","","","","","","","",""
"97566","747.8756103515625","747.8756103515625","747.8756103515625","","","","","","","","",""
"97572","743.8663940429688","743.8663940429688","743.8663940429688","","","","","","","","",""
"97574","","","","","","","","","","944.552001953125","944.552001953125","944.552001953125"
"97576","","","","575.1190795898438","575.1190795898438","575.1190795898438","","","","949.3145751953125","949.3145751953125","949.3145751953125"
"97578","","","","","","","","","","955.4061279296875","955.4061279296875","955.4061279296875"
"97585","","","","572.7872924804688","572.7872924804688","572.7872924804688","","","","","",""
"97588","","","","","","","","","","948.87158203125","948.87158203125","948.87158203125"
"97595","","","","","","","2069.074462890625","2069.074462890625","2069.074462890625","","",""
"97597","741.5234985351562","741.5234985351562","741.5234985351562","","","","","","","","",""
"97599","736.639892578125","736.639892578125","736.639892578125","","","","","","","","",""
"97607","","","","","","","","","","947.8453369140625","947.8453369140625","947.8453369140625"
"97608","741.0933837890625","741.0933837890625","741.0933837890625","","","","","","","953.072998046875","953.072998046875","953.072998046875"
"97615","","","","567.0963134765625","567.0963134765625","567.0963134765625","2032.5450439453125","2032.5450439453125","2032.5450439453125","","",""
"97617","","","","","","","","","","946.0433349609375","946.0433349609375","946.0433349609375"
"97619","736.2022705078125","736.2022705078125","736.2022705078125","","","","","","","","",""
"97622","","","","567.50146484375","567.50146484375","567.50146484375","","","","","",""
"97624","735.9459838867188","735.9459838867188","735.9459838867188","","","","","","","944.9317626953125","944.9317626953125","944.9317626953125"
"97630","744.5833740234375","744.5833740234375","744.5833740234375","","","","","","","","",""
"97649","737.9095458984375","737.9095458984375","737.9095458984375","","","","","","","","",""
"97652","","","","579.6041259765625","579.6041259765625","579.6041259765625","","","","","",""
"97654","741.6143798828125","741.6143798828125","741.6143798828125","","","","","","","","",""
"97658","741.4644775390625","741.4644775390625","741.4644775390625","","","","","","","","",""
"97665","743.0511474609375","743.0511474609375","743.0511474609375","","","","","","","","",""
"97668","","","","","","","","","","941.4164428710938","941.4164428710938","941.4164428710938"
"97670","","","","","","","","","","952.9439697265625","952.9439697265625","952.9439697265625"
"97671","","","","571.578857421875","571.578857421875","571.578857421875","","","","","",""
"97674","","","","","","","2072.22412109375","2072.22412109375","2072.22412109375","","",""
"97675","","","","575.929931640625","575.929931640625","575.929931640625","","","","","",""
"97676","","","","","","","2056.419189453125","2056.419189453125","2056.419189453125","","",""
"97679","","","","","","","2049.794921875","2049.794921875","2049.794921875","","",""
"97685","","","","","","","2062.803466796875","2062.803466796875","2062.803466796875","","",""
"97690","","","","578.20166015625","578.20166015625","578.20166015625","","","","954.6502685546875","954.6502685546875","954.6502685546875"
"97692","752.5015869140625","752.5015869140625","752.5015869140625","581.3073120117188","581.3073120117188","581.3073120117188","","","","962.3397216796875","962.3397216796875","962.3397216796875"
"97693","","","","571.4482421875","571.4482421875","571.4482421875","","","","","",""
"97696","","","","","","","2067.015380859375","2067.015380859375","2067.015380859375","","",""
"97702","743.7071533203125","743.7071533203125","743.7071533203125","","","","","","","","",""
"97704","","","","","","","2064.46728515625","2064.46728515625","2064.46728515625","","",""
